Type,Name,Number Build,SKU,Description,Short Description,Description Status,Categories,Tags,Brands,Vendor,Images,Image Info,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,meta_sds_map,meta_tds_map
simple,Aura Exterior Paint,11,BM-000000011,,"Benjamin Moore Aura Exterior is an ultra-premium paint featuring Colour Lock technology for deep, fade-resistant colour, outstanding durability, and protection against harsh weather, UV, and mildew. The master lists Low Lustre, Satin, Flat, or Soft Gloss finish options. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",Previously Described,Paints > Exterior,"aura, aura exterior, exterior paint, benjamin moore, bm paints, colour lock, exterior, exterior paint, fade resistant, outdoor, premium",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/71cf3152c4c4c4b94aac5d14fd64c7c467088346/auraexterior_exteriorpaint_benjaminmoore.png?raw=true,Image already existed,Finishes,Low Lustre | Satin | Flat | Soft Gloss,1,1,,,,,"Flat=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0629/F6291X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0629/F6292X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0629/F6293X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0629/F6294X_SDS_EN.pdf|Low Lustre=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0634/F6341X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0634/F6342X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0634/F6343X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0634/F6344X_SDS_EN.pdf|Satin=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0631/F6311X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0631/F6312X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0631/F6313X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0631/F6314X_SDS_EN.pdf",Flat=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0629/F629_TDS_CE.pdf|Satin=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0631/F631_TDS_CE.pdf|Soft Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0632/F632_TDS_CE.pdf|Low Lustre=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0634/F634_TDS_CE.pdf
simple,Regal Select Exterior Paint,12,BM-000000012,,"Benjamin Moore Regal Select Exterior High Build is engineered for optimum hide and adheres powerfully to exterior substrates. It is a self-priming paint that bridges small cracks, offers superior adhesion on even chalky surfaces, and provides a mildew- and fade-resistant finish. Check the current manufacturer label or technical data sheet before use.",Previously Described,Paints > Exterior,"regal, regal exterior, exterior paint, benjamin moore, bm paints, exterior, high build, outdoor, regal select, everyday paint",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/ac681cec2802c3211db81f085bbe5bb02060d85a/regalselectexterior_exteriorpaint_benjaminmoore.png?raw=true,Image already existed,Finishes,Soft Gloss | Flat | Low Lustre,1,1,,,,,"Flat=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0400/K40001_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0400/K4001X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0400/K4002X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0400/K4003X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0400/K4004X_SDS_EN.pdf|Low Lustre=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0401/K40101_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0401/K4011X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0401/K4012X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0401/K4013X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0401/K4014X_SDS_EN.pdf|Soft Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0403/F40380_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0403/F40301_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0403/F4031X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0403/F4032X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0403/F4033X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0403/F4034X_SDS_EN.pdf",Flat=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0400/K400_TDS_CE.pdf|Low Lustre=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0401/K401_TDS_CE.pdf|Soft Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0403/F403_TDS_CE.pdf
simple,Element Guard Exterior Paint,13,BM-000000013,,"Benjamin Moore Element Guard Exterior is a premium acrylic paint formulated for challenging climates, providing advanced moisture protection that stands up to wind-driven rain, humidity, snow, and temperature swings. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",Previously Described,Paints > Exterior,"benjamin moore, bm paints, element guard, exterior, exterior paint, harsh weather, moisture protection, outdoor",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/3313bbdae03160c0a19ad5458db79ff875accaef/elementguardexterior_exteriorpaint_benjaminmoore.png?raw=true,Image already existed,Finishes,Flat | Low Lustre | Soft Gloss,1,1,,,,,"Flat=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0763/K7631X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0763/K7632X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0763/K7633X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0763/K7634X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0763/K76301_SDS_EN.pdf|Low Lustre=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0764/K7641X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0764/K7642X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0764/K7643X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0764/K7644X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0764/K76401_SDS_EN.pdf|Soft Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0765/K7651X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0765/K7652X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0765/K7653X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0765/K7654X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0765/K76501_SDS_EN.pdf",Flat=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0763/K763_TDS_CE.pdf|Low Lustre=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0764/K764_TDS_CE.pdf|Soft Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0765/K765_TDS_CE.pdf
simple,Ultra Spec Exterior Paint,14,BM-000000014,,"Benjamin Moore Ultra Spec Exterior is a professional-quality acrylic paint designed for contractors, delivering excellent hide, colour retention, and film durability on siding, trim, masonry, and more at a value price. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",Previously Described,Paints > Exterior,"benjamin moore, bm paints, contractor grade, exterior, exterior paint, outdoor, ultra spec",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/327d23e84f743bc14d35f6db1af0a1ede7ef6939/ultraspecexterior_exteriorpaint_benjaminmoore.png?raw=true,Image already existed,Finishes,Flat | Satin |  Soft Gloss | Low Lustre,1,1,,,,,"Flat=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0447/Y4471X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0447/Y4472X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0447/Y4473X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0447/Y4474X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0447/Y44701_SDS_EN.pdf|Low Lustre=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0455/Y4551X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0455/Y4552X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0455/Y4553X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0455/Y4554X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0455/Y45501_SDS_EN.pdf|Satin=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0448/Y4481X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0448/Y4482X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0448/Y4483X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0448/Y4484X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0448/Y44801_SDS_EN.pdf|Soft Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0449/Y4491X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0449/Y4492X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0449/Y4493X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0449/Y4494X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0449/Y44901_SDS_EN.pdf",Flat=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0447/Y447_TDS_CE.pdf|Low Lustre=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0455/Y455_TDS_CE.pdf|Satin=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0448/Y448_TDS_CE.pdf|Soft Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0449/Y449_TDS_CE.pdf
simple,Woodluxe Water-Based Waterproofing Exterior Stain + Sealer,15,BM-000000015,,"Benjamin Moore woodluxe Water-Based Stain & Sealer is an innovative exterior stain that showcases the wood grain while providing advanced all-weather, UV- and mildew-resistant protection with easy soap-and-water cleanup. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",Previously Described,Paints > Stains & Varnishes,"benjamin moore, bm paints, deck stain, exterior, exterior wood, outdoor, stain, uv resistant, water-based stain, waterproofing stain, wood stain, woodluxe",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/64e3f2c981e320d5be08c560da2f8d9dc50f8824/woodluxestainsealer_exteriorstain_benjaminmoore.png?raw=true,Image already existed,Finishes,Translucent | Semi Transparent | Semi Solid | Solid | Ultra Flat Solid,1,1,,,,,"Semi Solid=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0693/K69301_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0693/K69306_SDS_EN.pdf|Semi Transparent=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0692/K69206_SDS_EN.pdf|Translucent=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0691/K69178_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0691/K69140_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0691/K69165_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0691/K69160_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0691/K69110_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0691/K69120_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0691/K69130_SDS_EN.pdf",Semi Solid=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0693/K693_TDS_CE.pdf|Semi Transparent=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0692/K692_TDS_CE.pdf|Translucent=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0691/K691_TDS_CE.pdf
simple,Woodluxe Oil-Based Waterproofing Exterior Stain + Sealer,16,BM-000000016,,"Benjamin Moore woodluxe Oil-Based Stain & Sealer uses penetrating oils to enrich wood grain with a classic oil look, while delivering UV- and mildew-resistant, all-weather protection and reduced cracking and peeling. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",Previously Described,Paints > Stains & Varnishes,"benjamin moore, bm paints, exterior, exterior wood, oil-based stain, outdoor, penetrating oil, stain, waterproofing stain, wood stain, woodluxe",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/b5b33f3eb40f68a3877890d2416b6de0725e7e8e/woodluxeoilbasedstainsealer_exteriorstain_benjaminmoore.png?raw=true,Image already existed,Finishes,,1,1,,,,,"Semi Solid=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0593/K59306_SDS_EN.pdf|Semi Transparent=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0592/K59206_SDS_EN.pdf|Translucent=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0591/K59178_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0591/K59140_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0591/K59165_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0591/K59160_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0591/K59110_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0591/K59120_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0591/K59130_SDS_EN.pdf",Semi Solid=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0593/K593_TDS_CE.pdf|Semi Transparent=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0592/K592_TDS_CE.pdf|Translucent=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0591/K591_TDS_CE.pdf
simple,Woodluxe Water-Based Deck + Siding Exterior Stain,17,BM-000000017,,"Benjamin Moore woodluxe Water-Based Deck Exterior stain is designed for decks, siding, and fences, minimizing film build to reduce cracking and peeling while providing UV- and mildew-resistant protection in a wide range of colours. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",Previously Described,Paints > Stains & Varnishes,"benjamin moore, bm paints, deck stain, exterior, exterior paint, exterior stain, outdoor, siding stain, stain, wood stain, woodluxe",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/034d96bbf02702b8858482458ecf66439e23be3e/woodluxedecksiding_exteriorstain_benjaminmoore.png?raw=true,Image already existed,Finishes,Solid | Translucent | Semi Transparent | Semi Solid | Ultra Flat Solid,1,1,,,,,"Solid=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0694/K6941X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0694/K6942X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0694/K6943X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0694/K6944X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0694/K69401_SDS_EN.pdf",Solid=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0694/K694_TDS_CE.pdf|Semi Solid=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0693/K693_TDS_CE.pdf|Semi Transparent=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0692/K692_TDS_CE.pdf|Translucent=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0691/K691_TDS_CE.pdf
simple,Fresh Start High-Hiding All-Purpose Primer,18,BM-000000018,,"Benjamin Moore Fresh Start High-Hiding all-purpose primer is an acrylic, fast-drying primer that delivers maximum hide, strong adhesion, and effective stain blocking, making it ideal when you need to cover deep colours or problem areas. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",Previously Described,Paints > Primers,"benjamin moore, bm paints, fresh start, high hiding primer, primer, problem surface, stain blocking",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/499664a6a6cdce24066f12399d212f77881b7e1f/freshstarthighhiding_primer_benjaminmoore.png?raw=true,Image already existed,Finishes,,1,1,,,,,"Primer=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0046/K04600_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0046/K04604_SDS_EN.pdf",Primer=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0046/K046_TDS_CE.pdf
simple,Stix Waterborne Bonding Primer,19,I-000000019,,"Insl-X Stix Waterborne Bonding Primer is a premium acrylic-urethane primer/sealer with exceptional adhesion to challenging surfaces such as glossy tile, PVC, vinyl, glass, and pre-finished siding, creating a tough base for almost any topcoat. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",Previously Described,Paints > Primers,"adhesion, bonding primer, hard to coat, insl-x, primer, primer sealer, specialty coatings, stix",Insl-X,MOO01,https://github.com/GZToronto/steeles/blob/ac7dd85693c581d39eb60bb8dc4346665cef444e/inslxstix_primer_inslx.png?raw=true,Image already existed,Finishes,,1,1,,,,,Primer=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_SXA1100/SXA-1100F_SDS_EN.pdf,Primer=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_SXA-110/SXA110_TDS_CE.pdf
simple,Fast Sanding Primer,20,BM-000000020,,"Benjamin Moore Fast Sanding Primer is an interior acrylic primer that Sands quickly to a smooth powder, providing an ultra-smooth, well-sealed base coat that levels beautifully for high-end finishes on wood, drywall, and plaster. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",Previously Described,Paints > Primers,"benjamin moore, bm paints, fast sanding, primer, primer sealer, sandable primer, smooth finish, wood primer",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/b98d3eb0d12bcc5e9d75b7ef42c9ab4b50dbf1b2/fastssandingprimer_primer_benjaminmoore.png?raw=true,Image already existed,Finishes,,1,1,,,,,Primer=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/SDS_507/K50700_SDS_EN.pdf,Primer=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_507/K507_TDS_CE.pdf
simple,Drywall Primer,21,BM-000000021,,"Benjamin Moore Drywall Primer is an acrylic latex sealer formulated for new or previously painted drywall and plaster, offering high hiding power, excellent sealing, and fast dry times for a uniform finish. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",Previously Described,Paints > Primers,"benjamin moore, bm paints, drywall primer, new drywall, primer, primer sealer, sealer",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/86c7659a654bfae4dced43b0b4f850d25c2cf896/drywallprimer_primer_benjaminmoore.png?raw=true,Image already existed,Finishes,,1,1,,,,,Primer=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0265/K26500_SDS_EN.pdf,Primer=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0265/K265_TDS_CE.pdf
simple,Advance Interior Paint,22,BM-000000022,,"Benjamin Moore advance interior is a premium waterborne alkyd paint that levels like a traditional oil, delivering a hard, furniture-quality finish on doors, trim, and cabinets with low odour and easy soap-and-water cleanup. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",Previously Described,Paints > Interior,"advance, benjamin moore, bm paints, cabinet paint, doors and trim, trim paint, waterborne alkyd",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/4741e4f6c3f7d8b124903185fbe837f63e92293d/advance_specialty_benjaminmoore.png?raw=true,Image already existed,Finishes,Semi Gloss | Satin | High Gloss,1,1,,,,,"High Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0794/K79401_MSDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0794/K7941X_MSDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0794/K7942X_MSDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0794/K7943X_MSDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0794/K7944X_MSDS_EN.pdf|Satin=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0792/K79201_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0792/K7921X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0792/K7922X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0792/K7923X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0792/K7924X_SDS_EN.pdf|Semi Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0793/K79301_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0793/K7931X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0793/K7932X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0793/K7933X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0793/K7934X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0793/K79380_SDS_EN.pdf",High Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0794/F794_TDS_CE.pdf|Satin=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0792/K792_TDS_CE.pdf|Semi Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0793/K793_TDS_CE.pdf
simple,Floor & Patio Latex Enamel,23,BM-000000023,,"Benjamin Moore Floor & Patio latex enamels are quick-drying, epoxy-modified acrylic floor paints that resist soaps, detergents, grease, and oil while providing a smooth, durable finish for interior and exterior concrete and wood floors. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",Previously Described,Paints > Exterior,"benjamin moore, bm paints, concrete floor, floor, floor paint, patio paint, porch paint",Benjamin Moore,MOO01,https://github.com/GZToronto/steeles/blob/60ee5ff01b12f68fd53a59f832349d7bb0b49f0c/floorpatiolatexenamel_specialtypaint_benjaminmoore.png?raw=true,Image already existed,Finishes,High Gloss | Low Sheen,1,1,,,,,"Low Sheen=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0122/F12201_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0122/F1221X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0122/F1222X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0122/F1223X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0122/F1224X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0122/F12274_SDS_EN.pdf|High Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0121/K1211X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0121/K1212X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0121/K1213X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0121/K1214X_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0121/K12101_SDS_EN.pdf, https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/MSDS_0121/K12174_SDS_EN.pdf",High Gloss=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0121/K121_TDS_CE.pdf|Low Sheen=https://media.benjaminmoore.com/WebServices/prod/assets/production/datasheets/TDS_0122/F122_TDS_CE.pdf
